,height,weight,label,0
2525,0.955,0.67,thin,normal
2526,0.92,0.79,normal,normal
2527,0.755,0.69,fat,fat
2528,0.655,0.47,fat,fat
2529,0.785,0.58,normal,normal
2530,0.88,0.67,normal,normal
2531,0.77,0.38,thin,thin
2532,0.695,0.37,normal,normal
2533,0.78,0.65,fat,fat
2534,0.845,0.41,thin,thin
2535,0.975,0.65,thin,thin
2536,0.71,0.76,fat,fat
2537,0.82,0.57,normal,normal
2538,0.87,0.38,thin,thin
2539,0.61,0.71,fat,fat
2540,0.975,0.69,thin,normal
2541,0.66,0.36,normal,normal
2542,0.635,0.47,fat,fat
2543,0.725,0.77,fat,fat
2544,0.91,0.46,thin,thin
2545,0.88,0.79,fat,fat
2546,0.91,0.64,normal,normal
2547,0.83,0.46,thin,thin
2548,0.735,0.35,thin,thin
2549,0.905,0.35,thin,thin
2550,0.955,0.63,thin,thin
2551,0.715,0.54,fat,fat
2552,0.695,0.49,fat,fat
2553,0.89,0.54,thin,thin
2554,0.875,0.55,thin,thin
2555,0.65,0.72,fat,fat
2556,0.735,0.65,fat,fat
2557,0.795,0.65,fat,fat
2558,0.91,0.74,normal,normal
2559,0.795,0.63,normal,normal
2560,0.76,0.49,normal,normal
2561,0.64,0.47,fat,fat
2562,0.81,0.74,fat,fat
2563,0.64,0.47,fat,fat
2564,0.635,0.45,fat,fat
2565,0.825,0.43,thin,thin
2566,0.605,0.57,fat,fat
2567,0.755,0.5,normal,normal
2568,0.98,0.7,thin,normal
2569,0.85,0.35,thin,thin
2570,0.775,0.43,thin,thin
2571,0.725,0.47,normal,normal
2572,0.78,0.35,thin,thin
2573,0.87,0.58,normal,normal
2574,0.745,0.48,normal,normal
2575,0.785,0.67,fat,fat
2576,0.68,0.51,fat,fat
2577,0.93,0.38,thin,thin
2578,0.63,0.55,fat,fat
2579,0.835,0.54,normal,normal
2580,0.875,0.44,thin,thin
2581,0.78,0.56,normal,normal
2582,0.905,0.57,thin,thin
2583,0.815,0.71,fat,fat
2584,0.755,0.64,fat,fat
2585,0.965,0.56,thin,thin
2586,0.74,0.45,normal,normal
2587,0.67,0.7,fat,fat
2588,0.69,0.7,fat,fat
2589,0.89,0.65,normal,normal
2590,0.91,0.61,thin,thin
2591,0.995,0.58,thin,thin
2592,0.825,0.48,thin,thin
2593,0.6,0.42,fat,fat
2594,0.865,0.66,normal,normal
2595,0.615,0.5,fat,fat
2596,0.77,0.47,normal,normal
2597,0.77,0.69,fat,fat
2598,0.765,0.42,thin,thin
2599,0.95,0.46,thin,thin
2600,0.88,0.41,thin,thin
2601,0.625,0.52,fat,fat
2602,0.675,0.47,fat,fat
2603,0.965,0.51,thin,thin
2604,0.62,0.63,fat,fat
2605,0.775,0.62,fat,fat
2606,0.96,0.35,thin,thin
2607,0.7,0.63,fat,fat
2608,0.955,0.58,thin,thin
2609,0.805,0.37,thin,thin
2610,1.0,0.74,normal,normal
2611,0.825,0.49,thin,thin
2612,0.96,0.49,thin,thin
2613,0.845,0.57,normal,normal
2614,0.8,0.39,thin,thin
2615,0.685,0.5,fat,fat
2616,0.935,0.48,thin,thin
2617,0.725,0.39,normal,normal
2618,0.98,0.38,thin,thin
2619,0.62,0.77,fat,fat
2620,0.815,0.66,normal,normal
2621,0.71,0.75,fat,fat
2622,0.675,0.65,fat,fat
2623,0.825,0.57,normal,normal
2624,0.79,0.64,fat,fat
2625,0.765,0.5,normal,normal
2626,0.86,0.36,thin,thin
2627,0.745,0.74,fat,fat
2628,0.67,0.41,normal,normal
2629,0.71,0.53,fat,fat
2630,0.61,0.73,fat,fat
2631,0.78,0.58,normal,normal
2632,0.975,0.57,thin,thin
2633,0.96,0.71,normal,normal
2634,0.795,0.7,fat,fat
2635,0.96,0.49,thin,thin
2636,0.72,0.47,normal,normal
2637,0.785,0.58,normal,normal
2638,0.625,0.49,fat,fat
2639,0.82,0.48,thin,thin
2640,0.885,0.62,normal,normal
2641,0.61,0.72,fat,fat
2642,0.96,0.66,thin,thin
2643,0.9,0.44,thin,thin
2644,0.785,0.43,thin,thin
2645,0.66,0.41,normal,normal
2646,0.86,0.59,normal,normal
2647,0.775,0.55,normal,normal
2648,0.63,0.56,fat,fat
2649,0.87,0.78,fat,fat
2650,0.87,0.51,thin,thin
2651,0.89,0.38,thin,thin
2652,0.89,0.67,normal,normal
2653,0.98,0.37,thin,thin
2654,0.71,0.59,fat,fat
2655,0.845,0.41,thin,thin
2656,0.86,0.4,thin,thin
2657,0.75,0.47,normal,normal
2658,0.935,0.66,normal,normal
2659,0.885,0.6,normal,normal
2660,0.635,0.57,fat,fat
2661,0.64,0.43,fat,fat
2662,0.925,0.73,normal,normal
2663,0.93,0.36,thin,thin
2664,0.915,0.36,thin,thin
2665,0.795,0.76,fat,fat
2666,0.985,0.43,thin,thin
2667,0.795,0.67,fat,fat
2668,0.695,0.8,fat,fat
2669,0.79,0.35,thin,thin
2670,0.86,0.46,thin,thin
2671,0.98,0.53,thin,thin
2672,0.655,0.58,fat,fat
2673,0.885,0.59,normal,normal
2674,0.73,0.66,fat,fat
2675,0.98,0.43,thin,thin
2676,0.955,0.6,thin,thin
2677,0.92,0.55,thin,thin
2678,0.805,0.49,normal,normal
2679,0.88,0.67,normal,normal
2680,0.98,0.61,thin,thin
2681,0.645,0.4,normal,normal
2682,0.93,0.7,normal,normal
2683,0.65,0.69,fat,fat
2684,0.71,0.4,normal,normal
2685,0.775,0.39,thin,thin
2686,0.99,0.58,thin,thin
2687,0.845,0.72,fat,fat
2688,0.73,0.8,fat,fat
2689,0.93,0.71,normal,normal
2690,0.835,0.53,normal,normal
2691,0.905,0.65,normal,normal
2692,0.885,0.79,fat,fat
2693,0.625,0.54,fat,fat
2694,0.86,0.39,thin,thin
2695,0.98,0.53,thin,thin
2696,0.87,0.49,thin,thin
2697,0.6,0.54,fat,fat
2698,0.725,0.38,thin,thin
2699,0.71,0.39,normal,normal
2700,0.825,0.78,fat,fat
2701,0.63,0.62,fat,fat
2702,0.715,0.59,fat,fat
2703,0.82,0.58,normal,normal
2704,0.95,0.38,thin,thin
2705,0.675,0.45,normal,normal
2706,0.76,0.58,fat,normal
2707,0.73,0.72,fat,fat
2708,0.755,0.4,thin,thin
2709,0.98,0.8,normal,normal
2710,0.825,0.72,fat,fat
2711,0.985,0.79,normal,normal
2712,0.735,0.52,normal,normal
2713,0.63,0.8,fat,fat
2714,0.895,0.36,thin,thin
2715,0.97,0.45,thin,thin
2716,0.935,0.43,thin,thin
2717,0.635,0.57,fat,fat
2718,0.785,0.8,fat,fat
2719,0.735,0.36,thin,thin
2720,0.77,0.56,normal,normal
2721,0.83,0.78,fat,fat
2722,0.91,0.47,thin,thin
2723,0.745,0.8,fat,fat
2724,0.865,0.45,thin,thin
2725,0.86,0.45,thin,thin
2726,0.62,0.79,fat,fat
2727,0.645,0.77,fat,fat
2728,0.71,0.77,fat,fat
2729,0.955,0.52,thin,thin
2730,0.83,0.36,thin,thin
2731,0.695,0.48,normal,normal
2732,0.955,0.71,normal,normal
2733,0.645,0.39,normal,normal
2734,0.74,0.5,normal,normal
2735,0.92,0.54,thin,thin
2736,0.855,0.45,thin,thin
2737,0.825,0.59,normal,normal
2738,0.915,0.43,thin,thin
2739,0.665,0.8,fat,fat
2740,0.91,0.68,normal,normal
2741,0.75,0.37,thin,thin
2742,0.92,0.5,thin,thin
2743,0.615,0.68,fat,fat
2744,0.655,0.5,fat,fat
2745,0.81,0.62,normal,normal
2746,0.92,0.49,thin,thin
2747,0.92,0.47,thin,thin
2748,0.675,0.7,fat,fat
2749,0.62,0.67,fat,fat
2750,0.77,0.49,normal,normal
2751,0.915,0.48,thin,thin
2752,0.65,0.76,fat,fat
2753,0.75,0.68,fat,fat
2754,0.775,0.41,thin,thin
2755,0.855,0.75,fat,fat
2756,0.945,0.43,thin,thin
2757,0.645,0.7,fat,fat
2758,0.885,0.58,normal,normal
2759,0.885,0.43,thin,thin
2760,0.65,0.67,fat,fat
2761,0.67,0.58,fat,fat
2762,0.845,0.63,normal,normal
2763,0.74,0.38,thin,thin
2764,0.865,0.72,normal,normal
2765,0.815,0.69,fat,fat
2766,0.635,0.59,fat,fat
2767,0.975,0.49,thin,thin
2768,0.66,0.51,fat,fat
2769,0.835,0.47,thin,thin
2770,0.835,0.59,normal,normal
2771,0.9,0.45,thin,thin
2772,0.635,0.44,fat,fat
2773,0.98,0.47,thin,thin
2774,0.795,0.57,normal,normal
2775,0.61,0.73,fat,fat
2776,0.825,0.43,thin,thin
2777,0.6,0.59,fat,fat
2778,0.835,0.57,normal,normal
2779,0.98,0.51,thin,thin
2780,0.89,0.53,thin,thin
2781,0.61,0.4,fat,fat
2782,0.6,0.77,fat,fat
2783,0.835,0.69,normal,normal
2784,0.915,0.38,thin,thin
2785,0.87,0.41,thin,thin
2786,0.6,0.43,fat,fat
2787,0.635,0.71,fat,fat
2788,0.965,0.36,thin,thin
2789,0.735,0.42,normal,normal
2790,0.76,0.8,fat,fat
2791,0.825,0.38,thin,thin
2792,0.91,0.53,thin,thin
2793,0.94,0.6,thin,thin
2794,0.85,0.52,thin,thin
2795,0.63,0.78,fat,fat
2796,0.715,0.71,fat,fat
2797,0.89,0.77,normal,normal
2798,0.64,0.4,normal,normal
2799,0.945,0.72,normal,normal
2800,0.805,0.37,thin,thin
2801,0.76,0.67,fat,fat
2802,0.715,0.65,fat,fat
2803,0.615,0.74,fat,fat
2804,0.805,0.35,thin,thin
2805,0.71,0.77,fat,fat
2806,0.94,0.48,thin,thin
2807,0.72,0.4,normal,normal
2808,0.65,0.64,fat,fat
2809,0.665,0.51,fat,fat
2810,0.695,0.49,fat,fat
2811,0.71,0.42,normal,normal
2812,1.0,0.8,normal,normal
2813,0.84,0.72,fat,fat
2814,0.68,0.67,fat,fat
2815,0.66,0.77,fat,fat
2816,0.8,0.54,normal,normal
2817,0.69,0.37,normal,normal
2818,0.915,0.44,thin,thin
2819,0.71,0.41,normal,normal
2820,0.645,0.37,normal,normal
2821,0.75,0.42,normal,normal
2822,0.94,0.38,thin,thin
2823,0.915,0.52,thin,thin
2824,0.875,0.4,thin,thin
2825,0.69,0.39,normal,normal
2826,0.775,0.78,fat,fat
2827,0.885,0.73,normal,normal
2828,0.7,0.74,fat,fat
2829,0.61,0.51,fat,fat
2830,0.735,0.37,thin,thin
2831,0.725,0.37,thin,thin
2832,0.89,0.49,thin,thin
2833,0.97,0.59,thin,thin
2834,0.71,0.56,fat,fat
2835,0.98,0.45,thin,thin
2836,0.865,0.77,fat,fat
2837,0.655,0.74,fat,fat
2838,0.72,0.41,normal,normal
2839,0.665,0.6,fat,fat
2840,0.9,0.57,thin,thin
2841,0.86,0.64,normal,normal
2842,0.715,0.42,normal,normal
2843,0.875,0.71,normal,normal
2844,0.755,0.66,fat,fat
2845,0.745,0.62,fat,fat
2846,0.885,0.67,normal,normal
2847,0.975,0.36,thin,thin
2848,0.88,0.64,normal,normal
2849,0.69,0.51,fat,fat
2850,0.63,0.52,fat,fat
2851,0.815,0.54,normal,normal
2852,0.835,0.76,fat,fat
2853,0.805,0.39,thin,thin
2854,0.94,0.47,thin,thin
2855,0.67,0.57,fat,fat
2856,0.865,0.37,thin,thin
2857,0.765,0.44,normal,normal
2858,0.97,0.44,thin,thin
2859,0.775,0.63,fat,fat
2860,0.905,0.56,thin,thin
2861,0.67,0.35,normal,normal
2862,0.68,0.54,fat,fat
2863,0.965,0.36,thin,thin
2864,0.755,0.73,fat,fat
2865,0.845,0.66,normal,normal
2866,0.81,0.68,fat,fat
2867,0.945,0.45,thin,thin
2868,0.965,0.59,thin,thin
2869,0.98,0.74,normal,normal
2870,0.68,0.35,normal,normal
2871,0.955,0.52,thin,thin
2872,0.815,0.74,fat,fat
2873,0.785,0.79,fat,fat
2874,0.955,0.51,thin,thin
2875,0.725,0.42,normal,normal
2876,0.95,0.8,normal,normal
2877,0.64,0.37,normal,normal
2878,0.605,0.46,fat,fat
2879,0.82,0.76,fat,fat
2880,0.955,0.79,normal,normal
2881,0.715,0.68,fat,fat
2882,0.86,0.62,normal,normal
2883,0.71,0.66,fat,fat
2884,0.85,0.44,thin,thin
2885,0.95,0.61,thin,thin
2886,0.93,0.75,normal,normal
2887,0.825,0.78,fat,fat
2888,0.94,0.45,thin,thin
2889,0.88,0.79,fat,fat
2890,0.645,0.75,fat,fat
2891,0.75,0.6,fat,fat
2892,0.73,0.64,fat,fat
2893,0.63,0.43,fat,fat
2894,0.82,0.65,normal,normal
2895,0.625,0.76,fat,fat
2896,1.0,0.8,normal,normal
2897,0.815,0.75,fat,fat
2898,0.605,0.4,fat,fat
2899,0.86,0.7,normal,normal
2900,0.615,0.5,fat,fat
2901,0.875,0.77,fat,fat
2902,0.87,0.41,thin,thin
2903,0.625,0.45,fat,fat
2904,0.94,0.46,thin,thin
2905,0.99,0.68,thin,thin
2906,0.935,0.77,normal,normal
2907,0.805,0.5,normal,normal
2908,0.93,0.72,normal,normal
2909,0.85,0.44,thin,thin
2910,0.925,0.73,normal,normal
2911,0.955,0.48,thin,thin
2912,0.64,0.47,fat,fat
2913,0.965,0.37,thin,thin
2914,0.805,0.68,fat,fat
2915,0.76,0.75,fat,fat
2916,0.625,0.38,normal,normal
2917,0.935,0.39,thin,thin
2918,0.84,0.52,thin,thin
2919,0.99,0.61,thin,thin
2920,0.655,0.55,fat,fat
2921,0.905,0.8,normal,normal
2922,0.87,0.67,normal,normal
2923,0.605,0.57,fat,fat
2924,0.95,0.65,thin,thin
2925,0.615,0.44,fat,fat
2926,0.835,0.51,thin,thin
2927,0.93,0.66,normal,normal
2928,0.825,0.67,normal,normal
2929,0.925,0.38,thin,thin
2930,0.95,0.57,thin,thin
2931,0.79,0.45,thin,thin
2932,0.825,0.37,thin,thin
2933,0.75,0.58,fat,fat
2934,0.805,0.72,fat,fat
2935,0.68,0.46,normal,normal
2936,0.83,0.46,thin,thin
2937,0.605,0.42,fat,fat
2938,0.64,0.49,fat,fat
2939,0.855,0.75,fat,fat
2940,0.795,0.59,normal,normal
2941,0.68,0.55,fat,fat
2942,0.995,0.69,thin,thin
2943,0.775,0.79,fat,fat
2944,0.885,0.48,thin,thin
2945,0.885,0.68,normal,normal
2946,0.76,0.59,fat,fat
2947,0.865,0.39,thin,thin
2948,0.69,0.61,fat,fat
2949,0.62,0.52,fat,fat
2950,0.66,0.64,fat,fat
2951,1.0,0.38,thin,thin
2952,0.825,0.78,fat,fat
2953,0.73,0.7,fat,fat
2954,0.74,0.63,fat,fat
2955,0.915,0.74,normal,normal
2956,0.815,0.68,fat,fat
2957,0.755,0.35,thin,thin
2958,0.97,0.63,thin,thin
2959,0.905,0.37,thin,thin
2960,0.66,0.46,fat,fat
2961,0.605,0.44,fat,fat
2962,0.63,0.68,fat,fat
2963,0.775,0.56,normal,normal
2964,0.745,0.57,fat,fat
2965,0.875,0.53,thin,thin
2966,0.745,0.59,fat,fat
2967,0.65,0.63,fat,fat
2968,0.755,0.71,fat,fat
2969,0.965,0.59,thin,thin
2970,0.665,0.48,fat,fat
2971,0.975,0.64,thin,thin
2972,0.785,0.5,normal,normal
2973,0.605,0.49,fat,fat
2974,0.795,0.78,fat,fat
2975,0.925,0.47,thin,thin
2976,1.0,0.35,thin,thin
2977,0.725,0.74,fat,fat
2978,0.805,0.42,thin,thin
2979,0.81,0.53,normal,normal
2980,0.835,0.64,normal,normal
2981,0.71,0.68,fat,fat
2982,0.955,0.51,thin,thin
2983,0.895,0.47,thin,thin
2984,0.735,0.59,fat,fat
2985,0.915,0.46,thin,thin
2986,0.6,0.65,fat,fat
2987,0.905,0.59,thin,thin
2988,0.82,0.37,thin,thin
2989,0.77,0.38,thin,thin
2990,0.795,0.35,thin,thin
2991,0.955,0.44,thin,thin
2992,0.75,0.59,fat,fat
2993,0.805,0.67,fat,fat
2994,0.645,0.71,fat,fat
2995,0.975,0.66,thin,thin
2996,0.805,0.45,thin,thin
2997,0.79,0.71,fat,fat
2998,0.91,0.47,thin,thin
2999,0.765,0.69,fat,fat
3000,0.89,0.5,thin,thin
3001,0.755,0.55,normal,normal
3002,0.88,0.44,thin,thin
3003,0.92,0.72,normal,normal
3004,0.865,0.5,thin,thin
3005,0.635,0.67,fat,fat
3006,0.79,0.35,thin,thin
3007,0.67,0.42,normal,normal
3008,0.645,0.62,fat,fat
3009,0.63,0.56,fat,fat
3010,0.725,0.66,fat,fat
3011,0.785,0.57,normal,normal
3012,0.8,0.48,normal,normal
3013,0.925,0.51,thin,thin
3014,0.855,0.45,thin,thin
3015,0.685,0.37,normal,normal
3016,0.805,0.75,fat,fat
3017,0.7,0.71,fat,fat
3018,0.82,0.77,fat,fat
3019,0.635,0.75,fat,fat
3020,0.705,0.5,fat,normal
3021,0.8,0.39,thin,thin
3022,0.975,0.79,normal,normal
3023,0.605,0.77,fat,fat
3024,0.62,0.59,fat,fat
3025,0.955,0.42,thin,thin
3026,0.9,0.74,normal,normal
3027,0.88,0.74,normal,normal
3028,0.69,0.42,normal,normal
3029,0.705,0.39,normal,normal
3030,0.935,0.79,normal,normal
3031,0.73,0.57,fat,fat
3032,0.77,0.48,normal,normal
3033,0.795,0.47,normal,thin
3034,0.94,0.37,thin,thin
3035,0.66,0.5,fat,fat
3036,0.635,0.42,fat,fat
3037,0.895,0.53,thin,thin
3038,0.685,0.52,fat,fat
3039,0.95,0.75,normal,normal
3040,0.745,0.57,fat,fat
3041,0.81,0.67,fat,fat
3042,0.67,0.65,fat,fat
3043,0.645,0.65,fat,fat
3044,0.76,0.59,fat,fat
3045,0.785,0.43,thin,thin
3046,0.61,0.66,fat,fat
3047,0.855,0.74,fat,fat
3048,0.85,0.78,fat,fat
3049,0.695,0.72,fat,fat
3050,0.985,0.48,thin,thin
3051,0.71,0.66,fat,fat
3052,0.67,0.6,fat,fat
3053,0.89,0.56,thin,thin
3054,0.6,0.72,fat,fat
3055,0.73,0.41,normal,normal
3056,0.675,0.74,fat,fat
3057,0.735,0.35,thin,thin
3058,0.865,0.58,normal,normal
3059,0.88,0.61,normal,normal
3060,0.67,0.35,normal,normal
3061,0.65,0.65,fat,fat
3062,0.655,0.76,fat,fat
3063,0.665,0.46,fat,fat
3064,0.715,0.56,fat,fat
3065,0.62,0.38,normal,normal
3066,0.64,0.56,fat,fat
3067,0.86,0.56,normal,normal
3068,0.635,0.74,fat,fat
3069,0.875,0.37,thin,thin
3070,0.845,0.63,normal,normal
3071,0.79,0.49,normal,normal
3072,0.855,0.44,thin,thin
3073,0.82,0.77,fat,fat
3074,0.845,0.73,fat,fat
3075,0.675,0.54,fat,fat
3076,0.815,0.8,fat,fat
3077,0.885,0.72,normal,normal
3078,0.835,0.67,normal,normal
3079,0.955,0.48,thin,thin
3080,0.725,0.44,normal,normal
3081,0.615,0.47,fat,fat
3082,0.73,0.65,fat,fat
3083,0.63,0.76,fat,fat
3084,0.645,0.42,fat,fat
3085,0.82,0.68,fat,fat
3086,0.94,0.69,normal,normal
3087,0.725,0.37,thin,thin
3088,0.95,0.43,thin,thin
3089,0.695,0.73,fat,fat
3090,0.755,0.79,fat,fat
3091,0.785,0.73,fat,fat
3092,0.76,0.7,fat,fat
3093,0.67,0.54,fat,fat
3094,0.625,0.74,fat,fat
3095,0.94,0.43,thin,thin
3096,0.685,0.7,fat,fat
3097,0.97,0.57,thin,thin
3098,0.88,0.41,thin,thin
3099,0.87,0.49,thin,thin
3100,0.91,0.58,thin,thin
3101,0.83,0.65,normal,normal
3102,0.64,0.69,fat,fat
3103,0.815,0.71,fat,fat
3104,0.625,0.73,fat,fat
3105,0.71,0.68,fat,fat
3106,0.82,0.51,normal,normal
3107,0.905,0.44,thin,thin
3108,0.97,0.56,thin,thin
3109,0.915,0.64,normal,normal
3110,0.945,0.62,thin,thin
3111,0.635,0.74,fat,fat
3112,0.94,0.54,thin,thin
3113,0.615,0.77,fat,fat
3114,0.895,0.73,normal,normal
3115,0.79,0.77,fat,fat
3116,0.74,0.37,thin,thin
3117,0.655,0.61,fat,fat
3118,0.66,0.5,fat,fat
3119,0.975,0.56,thin,thin
3120,0.725,0.5,normal,normal
3121,0.705,0.76,fat,fat
3122,0.72,0.47,normal,normal
3123,0.655,0.78,fat,fat
3124,0.855,0.38,thin,thin
3125,0.975,0.77,normal,normal
3126,0.99,0.51,thin,thin
3127,0.72,0.45,normal,normal
3128,0.86,0.63,normal,normal
3129,0.745,0.53,normal,normal
3130,0.705,0.56,fat,fat
3131,0.645,0.5,fat,fat
3132,0.68,0.74,fat,fat
3133,0.74,0.66,fat,fat
3134,0.805,0.52,normal,normal
3135,0.91,0.8,normal,normal
3136,0.79,0.41,thin,thin
3137,0.69,0.57,fat,fat
3138,0.9,0.58,thin,thin
3139,1.0,0.77,normal,normal
3140,0.685,0.36,normal,normal
3141,0.82,0.54,normal,normal
3142,0.735,0.51,normal,normal
3143,0.62,0.73,fat,fat
3144,0.99,0.75,normal,normal
3145,0.7,0.41,normal,normal
3146,0.89,0.61,normal,normal
3147,0.645,0.41,normal,normal
3148,0.88,0.57,thin,thin
3149,0.68,0.45,normal,normal
3150,0.985,0.7,thin,thin
3151,0.95,0.6,thin,thin
3152,0.675,0.67,fat,fat
3153,0.72,0.38,thin,normal
3154,0.74,0.57,fat,fat
3155,0.645,0.39,normal,normal
3156,0.64,0.44,fat,fat
3157,0.755,0.66,fat,fat
3158,0.85,0.39,thin,thin
3159,0.675,0.4,normal,normal
3160,0.765,0.47,normal,normal
3161,0.815,0.51,normal,normal
3162,0.655,0.75,fat,fat
3163,0.725,0.52,normal,normal
3164,0.805,0.78,fat,fat
3165,0.835,0.43,thin,thin
3166,0.99,0.42,thin,thin
3167,0.71,0.76,fat,fat
3168,0.745,0.63,fat,fat
3169,0.715,0.38,normal,normal
3170,0.935,0.49,thin,thin
3171,0.91,0.57,thin,thin
3172,0.635,0.66,fat,fat
3173,0.97,0.55,thin,thin
3174,0.625,0.4,fat,fat
3175,0.815,0.63,normal,normal
3176,0.82,0.51,normal,normal
3177,0.745,0.57,fat,fat
3178,0.6,0.57,fat,fat
3179,0.82,0.46,thin,thin
3180,0.975,0.47,thin,thin
3181,0.97,0.51,thin,thin
3182,0.875,0.77,fat,fat
3183,0.94,0.75,normal,normal
3184,0.66,0.54,fat,fat
3185,0.94,0.48,thin,thin
3186,0.81,0.53,normal,normal
3187,0.97,0.66,thin,thin
3188,0.735,0.58,fat,fat
3189,0.725,0.57,fat,fat
3190,1.0,0.6,thin,thin
3191,0.835,0.7,fat,fat
3192,0.71,0.49,normal,normal
3193,0.73,0.78,fat,fat
3194,0.66,0.52,fat,fat
3195,0.885,0.54,thin,thin
3196,0.995,0.53,thin,thin
3197,0.805,0.77,fat,fat
3198,0.99,0.54,thin,thin
3199,0.72,0.55,fat,fat
3200,0.79,0.66,fat,fat
3201,0.615,0.78,fat,fat
3202,0.94,0.55,thin,thin
3203,0.7,0.79,fat,fat
3204,0.73,0.52,normal,normal
3205,0.69,0.5,fat,fat
3206,0.855,0.46,thin,thin
3207,0.605,0.56,fat,fat
3208,0.715,0.58,fat,fat
3209,0.615,0.65,fat,fat
3210,0.93,0.64,thin,normal
3211,0.825,0.39,thin,thin
3212,0.62,0.42,fat,fat
3213,0.665,0.49,fat,fat
3214,0.665,0.38,normal,normal
3215,0.795,0.38,thin,thin
3216,0.755,0.7,fat,fat
3217,0.625,0.7,fat,fat
3218,0.945,0.79,normal,normal
3219,0.72,0.67,fat,fat
3220,0.645,0.4,normal,normal
3221,0.735,0.64,fat,fat
3222,0.925,0.71,normal,normal
3223,0.73,0.75,fat,fat
3224,0.855,0.42,thin,thin
3225,0.985,0.39,thin,thin
3226,0.915,0.55,thin,thin
3227,0.93,0.76,normal,normal
3228,0.665,0.46,fat,fat
3229,0.755,0.44,normal,normal
3230,0.62,0.42,fat,fat
3231,1.0,0.62,thin,thin
3232,0.865,0.4,thin,thin
3233,0.785,0.51,normal,normal
3234,0.65,0.49,fat,fat
3235,0.75,0.49,normal,normal
3236,0.765,0.35,thin,thin
3237,0.995,0.41,thin,thin
3238,0.615,0.68,fat,fat
3239,0.89,0.69,normal,normal
3240,0.71,0.62,fat,fat
3241,0.675,0.73,fat,fat
3242,0.955,0.71,normal,normal
3243,0.96,0.35,thin,thin
3244,0.725,0.62,fat,fat
3245,0.855,0.7,normal,normal
3246,0.78,0.41,thin,thin
3247,0.66,0.36,normal,normal
3248,0.815,0.41,thin,thin
3249,0.755,0.46,normal,normal
3250,0.775,0.42,thin,thin
3251,0.955,0.76,normal,normal
3252,0.985,0.61,thin,thin
3253,0.865,0.44,thin,thin
3254,0.655,0.45,fat,fat
3255,0.905,0.45,thin,thin
3256,0.95,0.52,thin,thin
3257,0.96,0.44,thin,thin
3258,0.64,0.51,fat,fat
3259,0.62,0.36,normal,normal
3260,0.91,0.79,normal,normal
3261,0.995,0.71,thin,thin
3262,0.66,0.41,normal,normal
3263,0.75,0.79,fat,fat
3264,0.855,0.5,thin,thin
3265,0.69,0.36,normal,normal
3266,0.915,0.36,thin,thin
3267,0.965,0.62,thin,thin
3268,0.875,0.38,thin,thin
3269,0.725,0.46,normal,normal
3270,0.855,0.38,thin,thin
3271,0.69,0.64,fat,fat
3272,0.905,0.77,normal,normal
3273,0.925,0.43,thin,thin
3274,0.885,0.37,thin,thin
3275,0.825,0.53,normal,normal
3276,0.825,0.53,normal,normal
3277,0.78,0.77,fat,fat
3278,0.99,0.74,normal,normal
3279,0.79,0.37,thin,thin
3280,0.69,0.36,normal,normal
3281,0.62,0.77,fat,fat
3282,0.75,0.55,normal,normal
3283,0.83,0.77,fat,fat
3284,0.6,0.78,fat,fat
3285,0.89,0.59,normal,normal
3286,0.81,0.58,normal,normal
3287,0.77,0.67,fat,fat
3288,0.98,0.72,normal,normal
3289,0.795,0.59,normal,normal
3290,0.73,0.35,thin,thin
3291,0.915,0.53,thin,thin
3292,0.755,0.64,fat,fat
3293,0.965,0.77,normal,normal
3294,0.895,0.67,normal,normal
3295,0.93,0.54,thin,thin
3296,0.875,0.7,normal,normal
3297,0.855,0.61,normal,normal
3298,0.995,0.49,thin,thin
3299,0.81,0.72,fat,fat
3300,0.795,0.75,fat,fat
3301,0.635,0.59,fat,fat
3302,0.955,0.67,thin,normal
3303,0.695,0.73,fat,fat
3304,0.885,0.54,thin,thin
3305,0.66,0.68,fat,fat
3306,0.965,0.72,normal,normal
3307,0.99,0.56,thin,thin
3308,0.905,0.76,normal,normal
3309,0.845,0.64,normal,normal
3310,0.72,0.47,normal,normal
3311,0.785,0.35,thin,thin
3312,0.94,0.52,thin,thin
3313,0.665,0.35,normal,normal
3314,1.0,0.61,thin,thin
3315,0.725,0.57,fat,fat
3316,0.87,0.73,normal,normal
3317,0.985,0.38,thin,thin
3318,0.86,0.8,fat,fat
3319,0.92,0.5,thin,thin
3320,0.805,0.48,normal,thin
3321,0.99,0.65,thin,thin
3322,0.715,0.68,fat,fat
3323,0.795,0.55,normal,normal
3324,0.705,0.41,normal,normal
3325,0.76,0.53,normal,normal
3326,0.84,0.71,fat,fat
3327,0.895,0.67,normal,normal
3328,0.815,0.69,fat,fat
3329,0.79,0.38,thin,thin
3330,0.955,0.44,thin,thin
3331,0.955,0.68,normal,normal
3332,0.735,0.41,normal,normal
3333,0.9,0.5,thin,thin
3334,0.625,0.62,fat,fat
3335,0.735,0.39,thin,thin
3336,0.845,0.47,thin,thin
3337,0.835,0.7,fat,fat
3338,0.67,0.52,fat,fat
3339,0.75,0.72,fat,fat
3340,0.735,0.58,fat,fat
3341,0.98,0.76,normal,normal
3342,0.655,0.62,fat,fat
3343,0.635,0.44,fat,fat
3344,0.765,0.51,normal,normal
3345,0.87,0.58,normal,normal
3346,0.605,0.59,fat,fat
